# {"analyzer":"char_wb","feature_count":30000,"format":"armorer_native_linear_tfidf_v1","intercepts":[-1.1839083824695178,-7.725111325800931,-5.398444811609162,-5.926114894318232,-5.984136354105322,-5.46617221122413],"labels":["prompt_injection","system_prompt_extraction","data_exfiltration","sensitive_data_request","safety_bypass","destructive_command"],"lowercase":true,"model_name":"char-wb-public-distill-30k-v1","ngram_range":[3,5],"norm":"l2","smooth_idf":true,"source_model":"models/semantic_experiments/char-wb-public-distill-30k-v1/semantic_classifier.joblib","sublinear_tf":false,"threshold":0.65,"token_pattern":"(?u)\\b\\w\\w+\\b","use_idf":true}
# term	idf	coef_prompt_injection	coef_system_prompt_extraction	coef_data_exfiltration	coef_sensitive_data_request	coef_safety_bypass	coef_destructive_command
000	3.98351264682	-0.473065715633	-0.0283750828468	-0.053488725812	-0.0543217907873	-0.0298035636187	-0.0399894713832
000 	4.80249887438	-0.259977777743	-0.0138646460577	-0.0214771899086	-0.0258438838304	-0.0119243518879	-0.017897675655
000&	8.33887103441	0.00580934126829	-0.000109552500459	-0.000343773110404	-0.000337533039171	-0.000298234082903	-0.000335807261335
000&a	8.33887103441	0.00580934126829	-0.000109552500459	-0.000343773110404	-0.000337533039171	-0.000298234082903	-0.000335807261335
0000	4.73652460282	-0.0288004225172	-0.00946562844664	-0.0201395673244	-0.0139231033919	-0.011783912569	-0.0133803667266
0000&	8.68062032814	0.00595841839189	-0.000110880801616	-0.000345245061395	-0.000340349182469	-0.000300492270123	-0.000337833763275
00000	5.88968246723	0.00300430189556	-0.00539641746496	-0.0125623786274	-0.00866872266797	-0.00781736120626	-0.00826369887274
00009	8.64425268397	0.00227020147062	-0.000269159192892	-0.000937654118473	-0.000758074940469	-0.000546317625578	-0.000666510558947
0000;	5.24186553417	0.00552805526833	-0.00109049232345	-0.00261392035995	-0.00245871100479	-0.00203760963701	-0.00205895328918
0009	7.88211263192	0.00434904909232	-0.000267704955566	-0.000886918939866	-0.000722880896749	-0.000530083022461	-0.000663043566317
00099	8.47994963267	0.00224218534471	-0.000263973809003	-0.000919418562652	-0.000741158342731	-0.000532641163265	-0.000664481473012
000;	4.56974646396	0.0152693439313	-0.00350785749201	-0.00874360094355	-0.00674628518254	-0.00494933758184	-0.00724403169071
000; 	4.73867900222	0.0108807722906	-0.00240693630019	-0.00488871011595	-0.00448034583719	-0.0035347091939	-0.00456736453109
000;"	5.2968580083	0.00553647191211	-0.00137555301447	-0.00467027039285	-0.00281161970555	-0.00178577740862	-0.00329129594065
000<	6.61987091947	0.0028531782599	-0.000176539371072	-0.00034655641822	-0.000299290240818	-0.000342507326504	-0.000300559609173
000</	6.61987091947	0.0028531782599	-0.000176539371072	-0.00034655641822	-0.000299290240818	-0.000342507326504	-0.000300559609173
001	5.28934858627	0.267223778333	-0.0013738791436	-0.00568522097845	-0.00291024369532	-0.00684001345163	-0.00480738029582
002	5.67200839172	0.000337973812624	-0.000548090125301	-0.00118708801251	-0.00105347940043	-0.00088755126502	-0.00175513624392
003	5.52756779999	0.00859708514301	-0.000638430865189	-0.00245478609426	-0.00158115312485	-0.00149112651188	-0.00215575261729
005	5.48573365964	-0.0206742886628	-0.00103739937063	-0.00293851069898	-0.00316344005067	-0.002424588418	-0.00264333633139
0056	7.38133734401	0.00727455863617	-0.000567251976382	-0.00144633638009	-0.0022148446174	-0.00111579107219	-0.00145139447501
0056d	7.8493228091	0.00742708058954	-0.000569472843276	-0.00142308335405	-0.00221551082791	-0.00110381013236	-0.00141269235103
006	5.17406243082	0.603830662302	-0.00228937448486	-0.00885995365276	-0.00773847267662	-0.00588366924557	-0.0116253843859
0066	5.98000510552	0.017002219412	-0.00158274261997	-0.00489362178141	-0.00639260475476	-0.00352442112028	-0.00425869286848
0066c	6.06837425597	0.0168954418336	-0.00157813918437	-0.00485662352606	-0.00640775065752	-0.00349943010568	-0.00422946991973
007	5.1477451225	0.0907600940749	-0.00247065214038	-0.00916328211209	-0.00633588566224	-0.00734097234753	-0.00855944796433
0071	7.31301810003	0.0143361773514	-0.000598422567482	-0.00292519657583	-0.00158381421571	-0.00142583263397	-0.00146321231231
00718	7.96912400891	0.00449556694749	-0.000387420794756	-0.000940695020651	-0.000907675731257	-0.000924293297318	-0.000892528066333
0071c	8.16979470437	0.0113808663563	-0.000267683686991	-0.00229249880702	-0.000831113506601	-0.000636251668153	-0.000710870777815
0073	7.26692699283	0.0042048148916	-0.000675072075327	-0.00248219180555	-0.00221340409175	-0.00150820869728	-0.00290664946905
0073b	7.3613366773	0.00416537360991	-0.000670677801005	-0.00243573992264	-0.00214904906411	-0.00148819811072	-0.00289814865886
0078	7.89891975023	0.00189849811694	-0.00027600393458	-0.000805573794773	-0.000570573662759	-0.000864495810392	-0.000712567238459
0078d	8.12630959243	0.00190882890709	-0.000280644989126	-0.000820456533282	-0.000577031099143	-0.000877115510495	-0.000726122356092
0079	7.332066295	0.0055345865196	-0.000552954162358	-0.00159499762671	-0.00127953513999	-0.00178076343771	-0.00131600751801
0079d	7.51054907549	0.00564413518519	-0.000564655373306	-0.0016279228308	-0.00130566201197	-0.00181825295874	-0.00134309640631
007b	7.30362835968	0.00398315151535	-0.000317171142622	-0.000995933143828	-0.00113901628459	-0.000973379264365	-0.00115564334145
007bf	7.32249684398	0.00399140700426	-0.000317423165843	-0.000997171500128	-0.00114100821677	-0.000975023976593	-0.00115765906297
008	5.60143237431	-0.0339623748671	-0.0010240702937	-0.00292597998769	-0.00173184119312	-0.00148660584066	-0.00186398293379
009	5.54996873668	-0.0104160057805	-0.0011160033846	-0.00364276352063	-0.00294846726438	-0.00207455538883	-0.00359025185184
0099	8.16979470437	0.0024180299246	-0.000266530239457	-0.000925233705659	-0.000743092843534	-0.000537733915768	-0.00067078573194
0099;	8.84096297821	0.00230503766616	-0.000273791337628	-0.000954760183796	-0.000769389830467	-0.000553278131727	-0.000677544450321
00:	5.98249576683	0.00792567317834	-0.000539577370434	-0.00153688141882	-0.000959569709888	-0.000883214187315	-0.000831567591541
00:0	6.38920853574	0.000781544727186	-0.000360193319325	-0.000596777479449	-0.000403169474967	-0.000457762568418	-0.000400471370814
00;	3.71674023312	0.291733437059	-0.0367129924718	-0.0802877174398	-0.0714935771979	-0.054519889362	-0.0714599534083
00; 	3.77561993576	0.132428049654	-0.023941094802	-0.0484651475779	-0.0456081736423	-0.035440404893	-0.0441201794301
00;"	3.77069246891	0.163634484794	-0.0133315316725	-0.0330321410971	-0.0269705362576	-0.0199018368688	-0.0284187173692
00;"&	5.58454008075	0.00297063131183	-0.000612490369199	-0.00137669030536	-0.00135539724086	-0.000935366042683	-0.00232133394681
00;">	3.77754274915	0.161787027732	-0.0129223865923	-0.0321070517608	-0.026059195263	-0.0192715711014	-0.0268426519919
00<	5.05086199703	0.00751025027411	-0.000554186091546	-0.00111833385703	-0.00107969496548	-0.000978908533211	-0.00125300382616
00</	5.05086199703	0.00751025027411	-0.000554186091546	-0.00111833385703	-0.00107969496548	-0.000978908533211	-0.00125300382616
00</s	5.41967883798	0.00375868970394	-0.000398794064239	-0.000775099618625	-0.000702815768629	-0.000617382342287	-0.000960204657051
00</t	7.58200803947	0.00367633455066	-5.59244162624e-05	-0.000259176431559	-0.000193448079807	-0.000317470233771	-0.000231595458735
00a	6.61987091947	0.00462161328803	-0.00122015366897	-0.00173303899002	-0.00128119231793	-0.00134157717594	-0.00120482354219
00e	7.332066295	0.0185782701391	-0.000196859037129	-0.000775028125284	-0.000579161573887	-0.000433847775703	-0.000573948270305
00p	4.08737278711	0.044931637608	-0.00278788081597	-0.00724151740871	-0.00840164172401	-0.00381400703948	-0.0088612800962
00px	4.14087794747	0.0462753891242	-0.00274306884841	-0.00721795926027	-0.00834365976623	-0.00372665438981	-0.00883971098922
00px;	4.21301080541	0.046780616018	-0.00266057428374	-0.00706295462505	-0.00823503253996	-0.00360255734328	-0.00870959579834
00v	4.31304952925	0.0203758758419	-0.000967288320829	-0.00260075262555	-0.00241805139376	-0.00166187952235	-0.00246195933769
00vh	4.32343678034	0.0203369614564	-0.000944627018132	-0.00257258115802	-0.00232325671893	-0.00163298619146	-0.0024312277892
00vh;	4.46712192812	0.0203691179215	-0.000829854386834	-0.00228819108658	-0.00208875161625	-0.00144822280816	-0.00215622773532
01 	5.59295055926	0.100452698527	-0.000705012436959	-0.0029966199136	-0.00198127386259	-0.00586118975007	-0.00282394496203
010	5.58957787478	0.204079115823	-0.000994423532115	-0.00407851854464	-0.00220425898047	-0.00257938271208	-0.00307598900557
011	5.63257676001	0.572857146864	-0.00143797152499	-0.00636215219112	-0.00379021763188	-0.00392581673732	-0.00439222063366
011&	8.23878757586	0.00404385151859	-9.51166215686e-05	-0.000334964457866	-0.000298991593789	-0.000312802468881	-0.000288201007699
011&a	8.23878757586	0.00404385151859	-9.51166215686e-05	-0.000334964457866	-0.000298991593789	-0.000312802468881	-0.000288201007699
012	5.63963146299	-0.0231713944019	-0.000943199707352	-0.00179880339587	-0.0013795189501	-0.00134831452287	-0.00220418820767
013	5.68674162323	-0.0468685314571	-0.000891226031756	-0.00196309474085	-0.00124544130319	-0.00126122359274	-0.00152573126113
014	5.75785707445	0.0125576098861	-0.00243990252655	-0.00256899023425	-0.00171046592747	-0.00336238640231	-0.0022452034915
015	5.83441978855	-0.0536015471397	-0.000746226290871	-0.00240161981449	-0.00120364883543	-0.00132766953289	-0.00143123953889
016	5.84523070466	-0.0200393180455	-0.000632329457567	-0.00121961662516	-0.00126200988126	-0.000965967202036	-0.000921425494484
017	5.82372449944	-0.0213403416562	-0.000659812350787	-0.00259955147637	-0.0010281771504	-0.00149867717354	-0.00254371510794
01:	6.28609773982	-0.0010538002865	-0.00023818734769	-0.0013711702724	-0.000437834384419	-0.00039317584485	-0.000513464513278
01<	5.44996233457	-0.00299908150537	-0.000237704285791	-0.00217226656896	-0.000539948058739	-0.000386633243333	-0.000544821143687
01</	5.4514275363	0.00242404959758	-0.000225925879668	-0.000361592404971	-0.000426835185071	-0.000362973427258	-0.000431490824777
01j	8.08463689603	0.0201989657834	-0.000459863006451	-0.00454284840145	-0.00139349508244	-0.00102796147559	-0.00116997416348
01js	8.31289554801	0.0207441889205	-0.000469660885845	-0.00466178795433	-0.00142487034734	-0.00104744279173	-0.00119633388295
01js-	8.31289554801	0.0207441889205	-0.000469660885845	-0.00466178795433	-0.00142487034734	-0.00104744279173	-0.00119633388295
020	5.55483492633	-0.0831827976502	-0.0009228592491	-0.00667497716348	-0.00212153451673	-0.00259823385028	-0.00153409937783
0202	7.30362835968	0.00146293766207	-0.000293622585095	-0.00133474607421	-0.000398589342023	-0.000395067895253	-0.000366133537374
02020	7.78680245211	0.0014471427661	-0.000303859260188	-0.00139199313736	-0.000399767861394	-0.000397650602338	-0.000366492828189
020;	7.3613366773	0.00143028507769	-0.000299955395224	-0.00134442462945	-0.00040931699364	-0.000398553097859	-0.000372888486161
020; 	7.40174621564	0.00139541925784	-0.000295326648966	-0.00041663713249	-0.000395166830516	-0.000390160664524	-0.000356875390405
021	5.04596242819	0.0173151662241	-0.0102310224858	-0.0134917293836	-0.0150400895581	-0.0101379016809	-0.0146676481849
0212	5.64495534425	0.0391277455292	-0.0100147861894	-0.0139838559332	-0.0156476498907	-0.00881305605973	-0.0156007026652
02124	5.6811911927	0.039338250055	-0.0100720858876	-0.0140524671207	-0.015726352728	-0.0088555322523	-0.0156789335611
022	5.05086199703	0.0416250383956	-0.00400099703614	-0.00502868598368	-0.00843838372001	-0.00357312458547	-0.00617850432019
0222	7.26692699283	0.00247374388629	-0.000342093837707	-0.00105457574614	-0.00092618426245	-0.00120379423917	-0.000862417699284
02225	7.56973794688	0.00184009706254	-0.000224002918577	-0.000722411454693	-0.000574656033975	-0.000915431204761	-0.000501976741179
023	5.51186889045	0.144252110135	-0.00198845226616	-0.00278078897623	-0.00283858203204	-0.00247003640638	-0.00381037589931
024	5.36173159394	0.0688840144567	-0.00399583067959	-0.0020093137227	-0.00162277083571	-0.00118426384276	-0.0116934235181
025	4.08999992316	0.0941954082241	-0.00300361883615	-0.00562559733174	-0.00490200921676	-0.00473954604805	-0.00549139100393
025 	4.59744906651	0.060466566893	-0.00153492729468	-0.00208297879105	-0.00168767933083	-0.0022225020157	-0.00202036826982
025-	6.34166759097	0.0140003691806	-0.000423435368176	-0.00118271845576	-0.000913665105248	-0.000762897250606	-0.00159762991022
025-1	6.7890713883	0.00851721493239	-0.000231267088936	-0.001018176379	-0.000768732886684	-0.00063959154198	-0.00143593798875
025<	5.29309624837	0.0043804374694	-0.000684710602028	-0.00116265486275	-0.0010584264799	-0.000930586316083	-0.000891902584329
025</	5.29309624837	0.0043804374694	-0.000684710602028	-0.00116265486275	-0.0010584264799	-0.000930586316083	-0.000891902584329
026	6.01031045502	0.007021958219	-0.000288841810763	-0.000453228667672	-0.000344842234316	-0.000458961669123	-0.000381851809013
03)	7.6589690806	0.00236963412489	-0.000256488123342	-0.000400621129207	-0.000300697040384	-0.000419018351628	-0.000349168387095
03);	8.3655392815	0.00227319203305	-0.000264223236854	-0.000367126766945	-0.000285923635328	-0.000428272670181	-0.000336337471812
03); 	8.47994963267	0.00184232031278	-0.000184129331522	-0.000284547286909	-0.000220461392156	-0.000352491521516	-0.000276989926018
030	5.13164171493	0.0459099793853	-0.0125436848461	-0.0200615536675	-0.0177896060022	-0.0143044838078	-0.01594636772
0303	5.4647118645	0.0396996004577	-0.00948433830755	-0.0196857246439	-0.0155787428703	-0.013328080265	-0.0153778971774
03030	5.48725226282	0.0210231387394	-0.00539878634953	-0.0103798685157	-0.00900348460658	-0.00711913827046	-0.00826665521856
0303;	6.06837425597	0.0208028773559	-0.00455820118271	-0.0103717690288	-0.00733415554087	-0.00692050153105	-0.00792682989008
030;	6.2894818378	0.00255534030065	-0.00146360626597	-0.00114788342012	-0.0027184170767	-0.00098766867737	-0.00125973199944
030; 	6.46706885751	0.00118325697971	-0.000265280325868	-0.000603622027888	-0.000626675365573	-0.000513078414645	-0.000674729128025
030;"	6.60581916601	0.00147522068746	-0.00126624827891	-0.000589044969986	-0.00221502262962	-0.000513258244367	-0.000633886417231
031	6.47928896885	0.002962494384	-0.000186880855601	-0.000494868291626	-0.000446162910101	-0.00045051303754	-0.000490799087773
033	6.43127974966	0.0049476779916	-0.000176682582739	-0.00066503370661	-0.00059589061523	-0.000460574236143	-0.000604825439014
035	6.15637426379	0.00447440993096	-0.000189887434749	-0.00108198676041	-0.000588401638262	-0.000422035589878	-0.000450561675385
036	6.15045708676	0.00940233828367	-0.000508010656271	-0.00177455122076	-0.00156877841378	-0.00165022932082	-0.00211370584419
0363	7.30362835968	0.00411196758098	-0.000453443070382	-0.00161341277121	-0.00135745141957	-0.00149394347492	-0.00200031688436
0363d	7.39148971547	0.00412686678475	-0.000455027587105	-0.00162061815127	-0.00136437833216	-0.0015032243983	-0.00201674382482
0366	8.47994963267	0.00280766714912	-7.53329237851e-05	-0.000254043757927	-0.000327907501613	-0.000273907701619	-0.000310244130591
0366d	8.98072492059	0.00249703251001	-7.51946551713e-05	-0.000255072799917	-0.000310188762294	-0.000278045072754	-0.000316191351044
03;	6.04421200669	0.0209517651987	-0.00457218827794	-0.0104233804273	-0.00740523048058	-0.00694824775747	-0.00797547534159
03; 	6.13001841908	0.0133461432781	-0.00346507422644	-0.00702655141558	-0.00532706508606	-0.00454870412689	-0.00447554453904
03;"	6.21440581136	0.00801019337234	-0.00118775286029	-0.00359295495005	-0.00221306406922	-0.00253195116322	-0.00366222783981
03;">	6.2302540036	0.00784223541629	-0.00116863184293	-0.00354662189916	-0.00217343172216	-0.00249931291397	-0.00299337481116
040	6.08481298231	0.00099003872335	-0.000241349523024	-0.000545712681993	-0.000548708693197	-0.000471962088163	-0.000601337960851
041	6.35243968795	0.0106976040311	-0.00017054134488	-0.00060461689056	-0.000469107121009	-0.00317771364219	0.00181876784895
043	6.15637426379	0.0341118839829	-0.00103636353532	-0.00243608928805	-0.00208862071877	-0.00241080594425	-0.00703415335881
043;	7.09365527155	0.0101259278548	-0.000705489341753	-0.00245031800136	-0.00212377549934	-0.00202812199433	-0.00228343002255
043; 	7.24025874575	0.00728535016066	-0.000428329070692	-0.00151911477239	-0.00118218366345	-0.00111279534418	-0.00135617272097
043;"	7.39148971547	0.00311355241757	-0.000297834242485	-0.00100235183781	-0.00100606787206	-0.000977235924246	-0.000994802399818
047	6.38920853574	0.00596714676314	-0.000201158201417	-0.000915427417814	-0.000519893355262	-0.000831478726828	-0.000618385006444
049	6.313496714	0.0944404425252	-0.000515233869183	-0.00413936265922	-0.00149493752341	-0.00131526759305	-0.00206803452744
0492	8.08463689603	0.023152796746	-0.000482351784625	-0.00473741690438	-0.00145134805593	-0.00107029998313	-0.00122359258454
0492"	8.71836065612	0.00959292486315	-0.00016953599221	-0.000781508141166	-0.000550339917666	-0.000395075688806	-0.000483017367409
0492&	8.31289554801	0.0123473711702	-0.000325933232999	-0.00411041003057	-0.000952812007986	-0.000708817387605	-0.000780010394497
04;	5.74008760394	0.00642038818469	-0.000561774095768	-0.00247636827068	-0.00130121787298	-0.000915348083696	-0.00118643111664
04; 	6.16531620116	0.00239248389357	-0.000231973167796	-0.00136664620715	-0.000600214032364	-0.000562095980005	-0.000696917368408
05 	5.33266746099	-0.0246899881376	-0.00077709653743	-0.00355847573766	-0.00380382287094	-0.00213995955151	-0.00262768106919
05)	6.30313392697	0.00649363105531	-0.000736592147822	-0.00110566066076	-0.00311525764317	-0.00127846772873	-0.00105235562365
05);	6.40050809099	0.00573743475334	-0.000729853669044	-0.00108633316603	-0.003138593493	-0.0012741111203	-0.00102764950301
05); 	7.30362835968	0.00258888656276	-0.000509627263218	-0.000429162265861	-0.000386842657859	-0.000575847343181	-0.000402036198247
05);"	6.75071052043	0.00365846117565	-0.000298741291526	-0.00074909891944	-0.00295276405213	-0.00081157075352	-0.00071227689345
050	6.10152646329	-0.0137421673786	-0.00194860786664	-0.00144289083655	-0.00635905096517	-0.0298189323212	-0.00694633759867
0505	7.78680245211	0.0163347316868	-0.00132645889533	-0.00481265710137	-0.0043712550981	-0.0034603709829	-0.00440662802963
05050	7.8493228091	0.00823389430586	-0.000682181399004	-0.00242544002531	-0.00221861030259	-0.00174450463372	-0.00222142012209
0505;	7.96912400891	0.00834972358381	-0.000664254134597	-0.00245989278633	-0.00221860229304	-0.00176879537387	-0.00225259260951
056	6.40811269038	0.00145287378423	-0.000605307707756	-0.00170064850603	-0.00223012125686	-0.00145238950923	-0.00160917550131
056d	7.80206992425	0.00738577232299	-0.000566357003403	-0.00141569434756	-0.00220306177367	-0.00109813915322	-0.00140524193814
056d2	7.8493228091	0.00742708058954	-0.000569472843276	-0.00142308335405	-0.00221551082791	-0.00110381013236	-0.00141269235103
057	5.79851308009	0.0113637250465	-0.00201871891052	-0.00360827507833	-0.00414623480365	0.0115913411255	-0.00382243461269
057;	6.77796016287	0.00991213321741	-0.00075056169716	-0.00220258863146	-0.00258797722041	-0.00189391269925	-0.00297134700978
057; 	6.9725108882	0.00605115274234	-0.000480803798244	-0.00150768728798	-0.0018966394052	-0.00124171665996	-0.00214425176914
057;"	7.27597682835	0.00432591780847	-0.000303979972017	-0.000791119141286	-0.000798943944926	-0.000737309488878	-0.00095209292658
058	6.53837788522	0.0014335564364	-0.000456246150265	-0.000470275676269	-0.000675949748343	-0.000427222722453	-0.000419357781723
05;	7.88211263192	-0.0182500053021	-0.000669059805014	-0.00258929862501	-0.00226171346244	-0.00202357748588	-0.00231415325747
05; 	7.98747314758	-0.0218058992389	-0.000441449597211	-0.00168100864429	-0.00159039256634	-0.00144493914381	-0.00131902805411
05e	7.56973794688	0.00479784064106	-0.000630191080483	-0.00169882666718	-0.00123680851902	-0.00195405095982	-0.0015664926862
05e5	8.28757774003	0.00373383496538	-0.000568585844503	-0.00150430481421	-0.00107587116045	-0.00190577750576	-0.0013378544205
05e5c	8.28757774003	0.00373383496538	-0.000568585844503	-0.00150430481421	-0.00107587116045	-0.00190577750576	-0.0013378544205
060	5.3146024536	0.0863357723648	-0.0178872365774	-0.0228464698581	-0.0250732311923	-0.0222744154649	-0.0191413684102
0606	5.67018190719	0.0306326275821	-0.00854047424144	-0.0160624448086	-0.0120571863298	-0.00979524269193	-0.00917403759264
06060	5.71305893155	0.0307716791989	-0.00857292905433	-0.0161570745329	-0.012117295377	-0.00984393095814	-0.0092202293224
060;	5.7016951729	0.0306736855775	-0.0085593028326	-0.0161335801822	-0.012107394944	-0.00983341667306	-0.00921331663798
060; 	5.75586702404	0.0215269022041	-0.00470773379282	-0.0107005286982	-0.00672231733325	-0.00678481256733	-0.00641070829915
060;"	6.00264758227	0.00984287406837	-0.00410151221666	-0.00582584877148	-0.00573592514457	-0.00327674485218	-0.00301405793816
065	5.34051063845	0.166702660373	-0.00744652487292	-0.0125183756472	-0.00812689786261	-0.0106940679425	-0.0104309762426
065f	5.59464117673	0.0486623800622	-0.00745460187904	-0.0120935615249	-0.00786935275911	-0.0103225896738	-0.00898427404214
065fd	5.60655621131	0.0487022118575	-0.00746373774076	-0.0120966572065	-0.00786241865251	-0.010326246371	-0.00898110359831
066	5.62731820276	0.0187629827833	-0.00156734194518	-0.00496870398777	-0.00622149288814	-0.00348511703532	-0.00421330048311
066c	6.05756333987	0.016868899128	-0.00157574333305	-0.00484962016492	-0.00639763601791	-0.00349443647068	-0.00422319165606
066c0	8.39293825568	0.00234366020695	-0.000181386431216	-0.000633978161495	-0.000581933238595	-0.000362233181044	-0.000399101744807
066cc	6.16831470416	0.0154512419067	-0.00147082132971	-0.00447067100874	-0.00608559370262	-0.00329084241853	-0.00400580908519
069	6.45900429768	0.18588265337	-0.000240920658757	-0.00192154299018	-0.00094684418383	-0.000987334779428	-0.0025226013874
069;	8.88541474078	0.0032607616423	-0.000105360487349	-0.000372690253133	-0.000339608907243	-0.000386796559781	-0.000451586992879
069; 	8.93193475642	0.00260387186886	-7.17540646935e-05	-0.000241516662536	-0.000248646332907	-0.000244607612712	-0.000313975386828
071	6.25614541753	0.00909145944189	-0.00531251823844	-0.00374881146117	-0.00174652277098	-0.00331382579479	0.00440565815301
0718	7.74235068954	0.00440974195599	-0.000389688004752	-0.000932827375996	-0.000906706301974	-0.000910774841384	-0.000893802078813
07185	7.96912400891	0.00449556694749	-0.000387420794756	-0.000940695020651	-0.000907675731257	-0.000924293297318	-0.000892528066333
071c	8.14781579765	0.011352652619	-0.000267452486513	-0.00228757427092	-0.00083081608961	-0.000635955519417	-0.000711667949727
071c2	8.19226756022	0.0113968608688	-0.000265840096598	-0.0022906678076	-0.000827565745374	-0.00063186142498	-0.0007054662563
073	6.23345400633	0.00519948737617	-0.000822679947759	-0.00259118200564	-0.00269499604282	-0.00166875895698	-0.00282251427051
073b	7.332066295	0.00415038769183	-0.000668308995219	-0.00242713164611	-0.00214103131462	-0.0014831493322	-0.00288764490541
073b1	7.49912037966	0.00344592002931	-0.00053234975102	-0.00213780771207	-0.00187069957167	-0.00125036958409	-0.00264602701298
075	6.3310102965	0.0127400011063	-0.000513803522704	-0.00125520195609	-0.00129179759989	-0.00117893763749	-0.00124584226293
0757	7.93340592631	0.00350122304497	-0.000453224730351	-0.00108156106647	-0.0012358176918	-0.00113190021661	-0.00113737978854
07579	9.26840699304	0.002071846924	-0.000376829707706	-0.000711749771004	-0.000921527443232	-0.00095057573898	-0.000710897943286
076	6.41962913244	-0.000298621590946	-0.00246326748296	-0.00383038385879	0.0275720060165	-0.0010849508075	-0.00117166718307
078	6.45499627628	0.0038340603943	-0.000288899474856	-0.000810889104911	-0.000587475583217	-0.000830855755219	-0.000715585071945
078d	8.12630959243	0.00190882890709	-0.000280644989126	-0.000820456533282	-0.000577031099143	-0.000877115510495	-0.000726122356092
078d4	8.12630959243	0.00190882890709	-0.000280644989126	-0.000820456533282	-0.000577031099143	-0.000877115510495	-0.000726122356092
079	6.40811269038	0.00703452900193	-0.000544236368897	-0.00155262308961	-0.00124402938424	-0.00166674985486	-0.00127987931922
079d	7.51054907549	0.00564413518519	-0.000564655373306	-0.0016279228308	-0.00130566201197	-0.00181825295874	-0.00134309640631
079d3	7.53380593765	0.00549269550618	-0.000565742367217	-0.00162599747403	-0.00130704006014	-0.00181928404052	-0.00134002287806
07;	5.59464117673	0.00736119184674	-0.000546213821648	-0.00198564849787	-0.00146064828771	-0.000942947972656	-0.00132305555683
07; 	5.72841431963	0.00550460641523	-0.00050064524114	-0.0017692110167	-0.00129255534507	-0.000820468069849	-0.00117026672218
07b	7.11664478978	0.00392408212602	-0.000313170556511	-0.000983682047246	-0.00112102179809	-0.000959666739418	-0.00113840108666
07bf	7.31301810003	0.00398868645113	-0.000317254891977	-0.000996736010562	-0.00114010069275	-0.000974897425681	-0.0011567662538
07bff	7.32249684398	0.00399140700426	-0.000317423165843	-0.000997171500128	-0.00114100821677	-0.000975023976593	-0.00115765906297
08)	5.87166396173	-0.0146851997772	-0.00067461746876	-0.00203381926053	-0.00172943680884	-0.00140226784835	-0.00169734369379
08);	6.00519535435	0.00433396685594	-0.000560754378071	-0.00180587203972	-0.0015363964357	-0.00121827515844	-0.00154789433053
08); 	6.75610136906	0.00188935721944	-0.000280655504034	-0.000899903448566	-0.00074497686924	-0.000583152012108	-0.000591733410942
08);"	6.2302540036	0.00275408937888	-0.000322958695824	-0.00104368999069	-0.000906983347403	-0.000726169285663	-0.00106022821895
080	5.94817867391	-0.00456158316526	-0.00808016972171	-0.00782702868404	-0.00187177358634	-0.00149161406328	-0.0012529001821
085	6.21440581136	0.003720792865	-0.000126065457177	-0.0003873427784	-0.000379680777514	-0.000332573418452	-0.00036751441978
089	6.35243968795	-0.0318698337154	-0.000289881068443	-0.000923219826571	-0.000912697290795	-0.000974544998491	-0.000954299040944
0899	7.91601418359	0.00160250066112	-0.00016758890737	-0.000482489608692	-0.000346870341389	-0.000552887271218	-0.000436248748204
08998	8.00616528059	0.00161598186695	-0.00016888352265	-0.000485862839725	-0.000349196658763	-0.000557493158844	-0.000439729039558
090	6.13001841908	0.00986471538536	-0.000265518103843	-0.00071855719849	-0.000579113480214	-0.000622356834181	-0.000621185388012
095	6.38547021363	-0.00696983037409	-0.0026268346282	-0.00767063368458	0.0411807760665	-0.00597820736566	-0.0048220207574
096	6.42349760922	0.00448926748075	-0.000239974312734	-0.000555617910934	-0.000522361752679	-0.000487397150763	-0.000546917360874
099	6.50839705301	0.00800222010034	-0.000307780363764	-0.00105021882204	-0.000883026822228	-0.00065920157586	-0.000890177747826
099;	8.79840336379	0.00229492331601	-0.000272540061264	-0.000950456727709	-0.000765891926341	-0.000550875229304	-0.000674549254048
0:0	5.02468502974	0.0094040509021	-0.000795368042223	-0.00120316464367	-0.00113103649989	-0.000935698591099	-0.00098804484008
0:00	5.68859863398	0.00199526299576	-0.000358706788967	-0.000591205713602	-0.000544234558554	-0.00049560104897	-0.000568005099081
0:1	5.50720687734	-0.00317091595479	-0.000268509745321	-0.000862275926578	-0.000829251534311	-0.000584362469971	-0.000553466886207
0; 	3.59990633253	0.29988097998	-0.0695524805516	-0.150790877245	-0.170800123647	-0.103181102054	-0.142799580922
0;"	3.71751673115	0.37260179076	-0.0420562182601	-0.091761523767	-0.0830770430295	-0.0627951609899	-0.0779605615334
0;"&	5.42823809138	0.0055323410099	-0.000939356141769	-0.00292054499863	-0.00227173346391	-0.0016484709189	-0.00348229740405
0;"&g	5.42823809138	0.0055323410099	-0.000939356141769	-0.00292054499863	-0.00227173346391	-0.0016484709189	-0.00348229740405
0;">	3.7182938326	0.368587474351	-0.0413848042533	-0.0896713048722	-0.0814148842376	-0.0615955526534	-0.0754868670353
0;"> 	3.79166453998	0.0947663309305	-0.0131169921442	-0.0345329499299	-0.0303210614468	-0.0201798113552	-0.0272961886081
