# {"analyzer":"word","feature_count":5174,"format":"armorer_native_linear_tfidf_v1","intercepts":[-1.3641994678549927,-2.5786270743866337,-2.009297181560698,-2.679952608031897,-2.2421035257413657,-2.0937376794786706],"labels":["prompt_injection","system_prompt_extraction","data_exfiltration","sensitive_data_request","safety_bypass","destructive_command"],"lowercase":true,"model_name":"word-sgd-native-v1","ngram_range":[1,2],"norm":"l2","smooth_idf":true,"source_model":"models/semantic_experiments/word-sgd-onnx-t014/semantic_classifier.joblib","sublinear_tf":false,"threshold":0.8,"token_pattern":"(?u)\\b\\w\\w+\\b","use_idf":true}
# term	idf	coef_prompt_injection	coef_system_prompt_extraction	coef_data_exfiltration	coef_sensitive_data_request	coef_safety_bypass	coef_destructive_command
action variation	6.15894886528	-0.207677565338	-0.133316279729	-0.212468929303	-0.112479476623	-0.154669272474	-0.157523708167
actionable	6.65142535038	0.000878315178713	-0.247410362264	0.0244925839097	0.152725356495	-0.266378045253	0.175408552512
actionable notice	6.65142535038	0.000878315178713	-0.247410362264	0.0244925839097	0.152725356495	-0.266378045253	0.175408552512
active	7.43988271075	-0.426414575673	-0.0781829564783	-0.101194604583	-0.0782471233274	1.07373222438	-0.183108887591
active avoid	9.04932062318	-0.0512364146821	-0.00819234179578	-0.0152098517516	-0.00684875946687	0.0788415676606	-0.0156809809958
add	7.31471956779	0.5251477792	-0.122389297599	-0.558176951227	-0.404722419906	1.13895636408	-0.243495301876
add an	7.95070833451	-0.359527060186	-0.0747608941751	-0.468427625336	-0.0737628201425	1.40395058396	-0.168355909288
add the	7.95070833451	0.930334565005	-0.058269716152	-0.138280820165	-0.366148770082	-0.165966027934	-0.0963104402689
address	6.29778531014	-0.289047896214	-0.497779699549	2.08966759117	0.963401895123	-0.798160592537	-0.733174245355
address agentdojo	9.04932062318	-0.0539980437119	-0.0152135496783	0.581240367361	-0.0293173035821	-0.0738626632187	-0.0912047998985
address div	8.53849499941	-0.0180631752255	-0.038017904526	0.528895027327	-0.243660449254	-0.0658967424385	-0.161202126542
address mentioned	7.58298355439	-0.717458477941	-0.112850108684	-0.703287620635	2.32775027161	-0.132481881483	-0.24690015101
address ordinary	8.76163855073	0.421112606706	-0.0512847093353	-0.182406285338	-0.0577286236388	-0.0666072998684	-0.0553936901573
admin	3.6243706057	-0.0332724112299	-0.403475382767	0.0102875967448	-0.541595960665	1.09890905278	-0.242645107362
admin note	4.94943588058	-0.896072209521	-0.488700996919	-0.407244234755	-0.44576558963	1.61462550294	-0.495924025468
admin says	3.89989003734	0.670255113061	-0.0490768233552	0.331956261645	-0.23152792692	-0.0897917687768	0.129670896999
after	4.06343349877	2.11106296211	-0.951878234993	-0.931226851455	-0.973590013821	-0.968577464413	-0.825785484297
after accidental	5.03594512349	-0.494203613549	-0.285998220477	-0.331434456781	-0.470560836515	-0.331956314552	-0.313002410823
after applying	4.54951095285	2.88358375107	-0.762819659228	-0.648361352685	-0.631683640297	-0.736159294855	-0.592844310215
after leak	8.53849499941	-0.137987894393	-0.0836140400164	-0.177996353005	-0.0624245606114	-0.0908177473126	-0.091878122409
agent	3.29674798435	-0.866000874278	-1.02290132296	0.280569925157	-0.909442243367	0.821086387904	-0.869243395199
agent command	5.23527802611	-0.612195735549	-0.281813689013	-0.337272021159	-0.318943722251	1.66866531081	-0.392598659346
agent is	6.45905345773	0.547990942557	-0.13400214559	-0.00729849479874	-0.14239723758	0.385048011045	0.2895927882
agent needs	4.8956594838	-0.606034571095	-0.394906716443	-0.589983037721	-0.425162975502	-0.603046040391	-0.453633237285
agent should	7.20349393268	0.328532163683	-0.121688950792	-0.281687820284	-0.119473768887	0.58984698912	-0.380422176742
agent to	4.6883473977	-0.555662611227	-0.560368588792	1.92543710449	-0.536433308128	0.00660177661154	-0.146474544601
agent workflow	4.28714668838	-0.145268772449	-0.0798194287051	-0.430480643993	0.106992585335	-0.383274535111	-0.243500406961
agent_note	4.28146485491	-0.64683642908	0.163962192355	-0.330730888026	0.0995134522956	-0.162307204355	-0.255532270208
agent_note bundle	8.35617344262	-0.0183030021877	-0.028279831257	0.0983197003822	-0.0215234287462	-0.0206983509693	-0.0371796234715
agent_note collect	7.10341047412	-0.058865433781	-0.0932172062261	0.43771615337	-0.08911273188	-0.085054300223	-0.11629295582
agent_note compare	7.66302626206	-0.0289385850885	-0.0495273930422	-0.0423726636695	-0.0568826722937	-0.0435844220867	-0.0504485849505
agent_note create	7.75003763905	-0.0194263729838	-0.0443882043281	-0.0256107066125	-0.0422294300051	-0.119335151646	-0.165299459567
agent_note delete	7.95070833451	-0.0279010353613	-0.0393333005834	-0.0322515998175	-0.0347185374795	-0.0516672709368	0.177668515326
agent_note describe	8.06849137017	-0.0148930371312	-0.0329515560012	-0.0346186289209	-0.0224226909279	-0.0360896622472	-0.0886060674245
agent_note disable	8.76163855073	-0.0166597199348	-0.0215101228165	-0.0122701485232	-0.013404363712	0.0792808867436	-0.0194128410343
agent_note display	7.37534418961	-0.0782023677333	-0.202289352583	-0.086066649824	0.538341641019	-0.115656342748	-0.130989812345
